Item Number,tmp,Title,list price1,list price2
5534938,9223760537,CPAP TUBING EASY-FLEX8 CRX,3.97,3.97
5534961,3500055676,COLGATE TBRSH FULL HEAD SFT,0.61,0.61
5534979,3500055114,COLGATE TBRSH FULL HEAD MED,0.61,0.61
5535521,4422402999,EASYCARE COMP MEDICAL KIT,18,18
5535539,4422402201,EASY ACCESS BNDGS FLEX FABRIC,3.6,3.6
5535547,4422402301,EASY ACCESS BNDGS WTR RESIST,1.79,1.79
5535554,350460011,WM SPR PROBIO ACIDOPHILUS CAP,9.06,9.06
5535562,3504600164,WM COD LIVER OIL SGL,4.22,4.22
5535570,3504600490,WM CO-Q10 UBIQUINOL 100MG SGL,21.12,21.12
5535588,3504609575,WM FOCUS FORMULA CAP,11.18,11.18
5535596,3504608592,WM DIETWRKS CHIA OIL 100MG SGL,9.87,9.87
5535679,30023545910,REFRESH OPTIVE GEL DROPS 10ML,10,10
5535927,89666000203,PERIO TBRSH,2,2
5535935,89666000209,PREPASTE TBRSH,0.26,0.26
5535943,89666000275,PREPASTED TBRSH,1.48,1.48
5535950,89666000245,BIOFLOSS 50M,2.53,2.53
5535968,89666000264,DNTAL WRK IMPLNT FLOSS 50 STRD,4.21,4.21
5535976,89666000202,PERIO FLOSS WAXED 50M MINT,2.53,2.53
5535984,89666000205,INTERDENTAL CLEANERS SM,2.89,2.89
5535992,89666000206,INTERDENTAL CLEANERS MD,2.89,2.89
5536008,3504608745,WM REJUVICARE COLLAGEN CAP,6.57,6.57
5536016,3504608974,WM SLEEPSOUND TRNQUILMAG   12Z,16.45,16.45
5536024,3504609056,WM DIETWRKS GLUCO 10OO MG CAP,9.87,9.87
5536032,3504609372,WM REJUVICARE RETINOL 1Z CRM,6.59,6.59
5536057,81990301020,MYLICON ANTI-GAS RLF 1Z ORG,8.22,8.22
5536065,81990301028,MYLANTA M/S 12Z CLASSIC,5.33,5.33
5536073,81990301035,MYLANTA GAS MINI TAB MINT,5.33,5.33
5536081,81990301037,MYLANTA GAS MINI TAB ASST,5.33,5.33
5536107,89666000207,INTERDENTAL CLEANERS LG,2.89,2.89
5536115,89666000200,INTERDENTAL CLEANERS VARIETY,2.89,2.89
5536123,89666000210,CLEANPIC,2.89,2.89
5536131,4116741222,ALLEGRA 24HR GEL CAP,28.95,28.95
5536149,4116703410,CORTIZONE-10 PSORIASIS 3.4Z,7.5,7.5
5536156,85743000208,DREAM WATER SNOOZEBERRY 2.5OZ,2.24,2.24
5536172,1571891730,OCUSOFT RETAINE MGD EYE DRP,16.79,16.79
5536305,31284356413,MIDOL CAP CAFFEINE FREE,4.3,4.3
5536313,1650056529,ONE A DAY 50 + WMN ADV,7.26,7.26
5536321,1650056531,ONE A DAY 50 + WMN ADV,9.73,9.73
5536339,1650056533,ONE A DAY 50 + MEN ADV,9.73,9.73
5536347,1650056493,ONE A DAY TRUNATAL RGULTORY,7.26,7.26
5536354,1650056491,ONE A DAY TRUNATAL RGULTORY,7.26,7.26
5536362,1650056492,ONE A DAY TRUNATAL NAUSEA RLF,7.26,7.26
5536370,1650056584,ONE A DAY ADV MULTI W/PROBIO,16.84,16.84
5536388,1650056664,ALKA SELTZER SOFTBITES,4.48,4.48
5536396,1650056665,ALKA SELTZER SOFTBITES,6.78,6.78
5536404,4110056432,MIRAFIBER OR PWD 16.9OZ S/F,11.78,11.78
5536412,4110056433,MIRAFIBER OR PWD 30Z,11.78,11.78
5536420,4110056431,MIRAFIBER CAP,11.78,11.78
5536560,31011903816,PEROXICLEAR 3% HYDRO PEROX 12Z,8.5,8.5
5536578,81655901173,VO5 AERO H/S 8.5Z UNSCENTD,3.97,3.97
5536776,3566400975,JOBST ARMSLV BELLA 20-30 SZ1DS,40.87,40.87
5537030,474003010,GILLETTE VENUS SPA CART,3.28,3.28
5537048,474005038,GILLETTE VENUS EMBRC SENS CART,4.28,4.28
5537055,474005437,GILLETTE PLATINUM PLUS RZR,6.28,6.28
5537063,474001968,MACH 3 TURBO RZR W/ALOE,7.28,7.28
5537071,474006497,MACH 3 CMPLT GEL 7OZ SENS,2.84,2.84
5537089,474000977,GILLETE DEO 3.8OZ COOL WAVE,4,4
5537097,474006504,GILLETTE FUSION PRO RZR MNL,6.75,6.75
5538509,474006560,GILLETTE FUSION PROSHIELD RZR,7.75,7.75
5538517,474006561,GILLETTE FUSION PROSHIELD CART,8.75,8.75
5538525,474006504,GILLETTE FUSION PRO RZR PWR,4.59,4.59
5538541,2260023311,NAIR SPR AWAY 7.5Z CHRY BLSM,8.66,8.66
5538558,2260001956,NAIR WAX READY STRIP BODY,6.95,6.95
5538566,2260001957,NAIR WAX READY STRIP FACE,4.96,4.96
5538863,6220082503,VEET GEL CRM 6.78Z SENS W/ALOE,5.49,5.49
5538871,6220085015,VEET WAX KIT BDY/BIKINI.FACE,4.59,4.59
5538889,5100900960,BARBISOL SHV CRM 10Z SENS SKIN,1.7,1.7
5538897,30536109194,FLUTICASONE OTC 120 SPR RG MAJ,18.94,18.94
5539309,30997247700,ALMAY DEO CLR 2.25Z PWD FRSH,2.05,2.05
5539374,2360101417,CANE HDXTRA OFFSET BLK A417-00,14.18,14.18
5539622,3566400227,JOB101416 ARM SLV 20-30BE S DS,36.75,36.75
5541768,1150914900,SEA BOND DENTAL BRUSH,2.84,2.84
5541776,6799050307,FINESSE COND 13Z W/YARDLEY,3.39,3.39
5541784,3343620002,STIMUDENT PLAQUE RMVR THIN,1.66,1.66
5541792,67293578104,AIM TRAVEL BRUSH,0.87,0.87
5541826,69736600150,SMART MOUTH M/W 16OZ MINT,8.81,8.81
5541834,69736600350,SMART MOUTH M/W DRY 16OZ MINT,10.42,10.42
5541842,35310020125,FLONASE CHILDRENS OTC 60 SPR,12.21,12.21
5541891,76870254295,SERENITY PAD HVY LNG 54295 3CS,45.35,45.35
5542303,76870254305,SERENITY ULTIMATE PAD54305 3CS,45.35,45.35
5542311,76870254282,SERENITY OVERNIGHT 54282 3CS,48.24,48.24
5542329,76870247619,TENA PAD LIGHT 47619 SCA 3CS,29.31,29.31
5542386,370009566,SCOPE 250ML ORG MNT,2.41,2.41
5542501,474005067,GILLETTE FSN HYDRA GEL 7OZ,3.87,3.87
5542527,3815190550,HERBAL ESS COND 10.1Z TWSTD,3.31,3.31
5542535,808780572,PANTENE COND 12Z ICE SHINE,4.02,4.02
5542543,808781720,PANTENE COND 12Z REPAIR/PRTECT,4.02,4.02
5542568,3700035510,DOWNY 64OZ APRIL FRSH,3.31,3.31
5542576,82744400099,BLINK REVITALENS MPDS 4Z,3.44,3.44
5542592,3373200080,WAX AWAY EARWAX REMOVAL SYSTEM,4.35,4.35
5542600,5113183537,NEXCARE CMFRT BNDG 3/4INX3IN,2.41,2.41
5542618,5113156786,NEXCARE ATH WRP 3INX5YD WH,2.8,2.8
5542634,2791701465,VITAFUSION B CMPLX GMY,4.01,4.01
5542642,7094230417,GUM ANGLED FLOSSERS,1.56,1.56
5542659,7094200201,GUM DENTURE BRUSH,1.78,1.78
5542717,3500074457,COLGATE TPST 1.9Z CLN MNT,0.89,0.89
5542725,3500055190,COLGATE TBSRH XTRA CLN MED,2.47,2.47
5542733,3500067121,COLGATE M/W 8.4Z PPRMNT,3.27,3.27
5542741,2220096228,SPEEDSTK BDY SPRY 4Z CLN,3.97,3.97
5542758,2220094154,SPEEDSTK DEO 3Z MUSK,2.87,2.87
5542790,30045008002,LACTAID ORG STRNGTH CAP,11.55,11.55
5544747,84004019508,REACH CRSTL CLR TBSH ADULT SFT,0.68,0.68
5544754,9089124657,BRIEF PREVAL STRETCHFT SFXA 6C,50.16,50.16
5544762,9089124658,BRIEF PREVAL STRETCHFT SFXB 6C,50.16,50.16
5544770,31254663158,HALLS BAG WATERMELON,1.65,1.65
5544788,7940018899,SUAVE COND 22.5Z EVRLST SUN,2.27,2.27
5544796,80882905002,$1 MY FAIR BABY SHMP 12Z,0.92,0.92
5544804,31254723809,NEOSPORIN OINT 1Z PAIN RLEVING,9.21,9.21
5544812,31254723808,NEOSPORING OINT .5Z,5.81,5.81
5544820,30187197512,CERAVE ITCH RLF CRM 12Z TUB,15.96,15.96
5544838,1011941400,SIGHT SAVERS CONTACT LENS CASE,1.45,1.45
5544846,80882902623,$1 ANTI-BAC DEO SOAP,0.93,0.93
5544853,2088630012,$1 COMB SET,0.88,0.88
5544861,80882910137,$1 SHAVE CRM 10Z INTENSIVE,1,1
5544879,80882908912,$1 DEO 2Z PWDR FRSH,0.98,0.98
5544887,84242400008,$1 DISPOSABLE RAZOR MEN,0.93,0.93
5544895,84242400074,$1 DISPOSABLE RAZOR WMN,0.93,0.93
5545108,80882908312,$1 LUCKY BDY WSH 12Z MANGO,0.93,0.93
5545116,80882908314,$1 LUCKY BDY WSH 12Z POM/PEACH,0.93,0.93
5545124,80882908315,LUCKY BDY WSH 12Z TROPICAL,0.93,0.93
5545132,80882908316,LUCKY BDY WSH 12Z OCEAN,0.93,0.93
5545140,80882908313,LUCKY BDY WSH 12Z PAPAYA,0.93,0.93
5545157,80882910280,$1 LUCKY HYDRATION SHMP 13Z,0.91,0.91
5545165,80882910257,$1 LUCKY HERBAL COND 12Z BDY,0.91,0.91
5545173,80882910002,$1 LUCKY HERBAL SHMP 12Z BDY,0.91,0.91
5545181,7274018841,$1 COLORTEX MY SIZE PAPER TWL,0.91,0.91
5545199,80882910260,$1 LUCKY HERBAL COND 12Z HLTHY,0.91,0.91
5545207,80882910005,$1 LUCKY HERBAL SHMP 12Z HLTHY,0.91,0.91
5545215,4134800705,$1 BBY SHMP SESAME STREET,0.93,0.93
5545223,3600039413,VIVA VANTAGE PPR TWLS,1.96,1.96
5545231,5400041821,SCOTT NAT BATH TISSUE CORELESS,8.95,8.95
5545249,3500039192,$1 SUAVITEL FAB SFT FLWR 15.2Z,1,1
5545256,3500039315,$1 SUAVITEL FAB SFT MORN 15.2Z,1,1
5545264,3566401374,JOB4466005 AMB MN 15-20 BK 6LD,24.78,24.78
5545272,3566401399,JOB4466025 AMB MN 15-20 BR 6LD,24.78,24.78
5545660,4110000495,COPPERTONE SHEER 1.6Z SPF30,1.91,1.91
5545678,1101740801,DR SCHOLL ODORX U/C INSOLE MEN,6.98,6.98
5545710,7830000006,$1 TEK TBRSH STRGHT SFT,0.55,0.55
5545785,38137116590,REMBRANDT TPST 3.52Z INT STAIN,5.52,5.52
5545793,1465781108,BIANCA AEROBLST SPRY CRD SPMNT,1.52,1.52
5546189,370002288,CREST TPST 7.6Z WHTNG W/SCOPE,3.9,3.9
5546197,370004498,CREST PRO HLTH RNS 500ML CLEAN,3.98,3.98
5546387,1548254050,GLUCOCARD SHINE TEST STRP ARK,13.69,13.69
5547138,31015805475,SUPER POLIGRIP 2.2Z W/POLISEAL,4.68,4.68
5547146,31015808575,SENSODYNE 3Z TRUE WH XTRA FRSH,5.38,5.38
5547153,31015808570,SENSODYNE 3Z TRUE WH MINT,5.09,5.09
5547195,1070580075,MANDELAY GEL 1OZ,3.16,3.16
5547278,370009566,SCOPE 1.5LT ORG MNT,5.48,5.48
5547286,3504609700,OMEGAWORKS REDKRILL 300MG SGL,16.51,16.51
5547294,370009477,CREST TPST 3D RAD MNT 6.4Z,4.52,4.52
5547716,370009477,CREST TPST 3D WH 3.5Z RAD MNT,3.07,3.07
5547724,370009478,CREST TPST 3D WH 3.5Z ARCTIC,3.07,3.07
5547732,3320018623,ARM/HAMR ADV WHT 6Z BRTH FRSH,3.36,3.36
5547740,31031038405,ORAJEL .25Z DENTURE PAIN RLF,4.42,4.42
5547757,1101740962,DR SCHOLL DURAGEL CALLUS CSHIN,3.95,3.95
5547765,1101740909,DREAMWALK EXP PEDI FOOT SMTH,26.32,26.32
5547773,1101740910,DREAMWALK EXP PEDI FOOT RPLCM,10.87,10.87
5547781,3500068046,COLGATE TBRSH 360 WHTENING,3.63,3.63
5547799,3500068054,COLGATE TBRSH 360 ADV TIP MED,3.63,3.63
5547807,3500068053,COLGATE TBRSH 360 ADV TIP SFT,3.63,3.63
5547815,3500089511,COLGATE TBRSH MAX FRSH SFT,4.44,4.44
5547823,3500032029,COLGATE PEROXYL RINSE 16Z MINT,7.11,7.11
5547831,3500076333,COLGATE TPST ADV 4Z FRSH GEL,2.82,2.82
5547849,4138800544,ODOR EATER MED FOOT PWD 5Z,3.86,3.86
5556386,71986900344,KNEE SUPP PROLITE XS 7588825DS,30,30
5556592,1548257188,GLUCOCARD EXP PREPACK MTR ARK,86.4,86.4
5558135,84603600744,GS HAND SOAP 56Z ANTIBAC,4.85,4.85
5558143,84603600749,GS CORN/CALLUS REMOVER .31Z,3.06,3.06
5558150,7003012849,GS VIT CENTURY ULTIMATE WMN,8.06,8.06
5558259,81072502035,BREAST PUMP PY ULTW/TOT 17085B,100,100
5558267,7166112118,ALOE VERA GEL 18OZ PUMP,4.69,4.69
5560834,78148526004,ZIMS MAX FREEZE PATCHES XL,7.93,7.93
5560842,370003496,ALWAYS MAXI W/WINGS REG,2.85,2.85
5560875,3500051088,COLGATE TPST REG 6OZ,1.95,1.95
5562194,61007502989,HOL 11503 BARR CERAPLUS 1 3/4,45.11,45.11
5563176,38137003601,AVEENO DAILY LOT 8OZ,5.63,5.63
5563192,7007464356,ENSURE COMPCT VAN64356 4Z 24/C,48.25,48.25
5564190,5048403220,SECURA DIMETHICONE 4OZ TUBE,9.26,9.26
5567961,88827710975,TRANSFER BENCH FOOTPIECE  DS,14.59,14.59
5567979,82238311771,WHLC FTREST STDSF-TF DRV DS,24.39,24.39
5569009,7007464362,ENSURE COMPCT CHC64362 4Z 24/C,48.25,48.25
5569033,2260000097,REPHRESH ACTIVE 8.5Z FRSH WSH,3.11,3.11
5569041,2260000096,REPHRESH 8.5Z SOOTHING WSH,3.11,3.11
5569058,2260064208,TROJAN CONDOM MAGNUM RIBBED,2.41,2.41
5569066,82238354294,BREAST PUMP GNTLFD MQ9120 DRV,73.11,73.11
5569090,76212304808,COLO 14296 ASSURA 2PC CNV PC,35.96,35.96
5569116,3566400413,JOB114510 ULC KN NOZIP BLKS DS,52.78,52.78
5569132,30178073212,LYCELLE HEAD LICE REMOVE KIT,18.36,18.36
5569231,7395027819,ULTRA WATER FLOSSER,44,44
5569264,9223760416,CPAP TUBING EASY-FLEX10 CRX,4.88,4.88
5569272,9223761544,CPAP FILTER DISP REMSTR M 2PK,0.85,0.85
5569280,9223761545,CPAP FILTER REUSEABLE REMSTR M,0.85,0.85
5570403,8622764100,SYR INS SURE COMF 1/4X1CC 6MM,11.04,11.04
5570411,8622764050,SYR INS SURE COMF31G 1/2CC,11.04,11.04
5570437,3600044992,U BY KOTEX PAD REG,3.38,3.38
5570445,3600044994,U BY KOTEX LINER LGHT XTRA CVR,3.38,3.38
5570452,3600044995,U BY KOTEX  TAMPON SUPER,3.38,3.38
5570460,3566400414,JOB114511 ULC KN NOZIP BLKM DS,52.78,52.78
5570478,1150906050,VAGISIL PROHYDRATE GEL,10.66,10.66
5570486,1150906412,VAGISIL CREME 1Z SENSITIVE,3.84,3.84
5570494,370004491,ALWAYS LINER REGULAR,2.78,2.78
5570510,4872310531,VCF VG CONTRACEPTIVE GEL,8.78,8.78
5570577,6104994423,$1 MUSCLE RUB 1.25Z XTRA STRNG,0.93,0.93
5570585,81815901065,$1 MEDICATED CHEST RUB 4Z,0.98,0.98
5572300,3504609680,WM SPRING SALE 2016 PREPACK,303.63,303.63
5572482,3566401389,JOB7765922 AMB MN 15-20 BR 3DS,24.78,24.78
5572490,3566401337,JOB101337 ARMSLV BELLA 20-30S,36.75,36.75
5572953,61271692501,KNEE PATELLA SUPP S 9250BLK DS,16.44,16.44
5572961,61271692502,KNEE PATELLA SUPP M BLK DS,16.44,16.44
5572979,61271692503,KNEE PATELLA SUPP L BLK DS,16.44,16.44
5572987,61271692504,KNEE PATELLA SUPP XL BLK DS,16.44,16.44
5572995,61271692425,KNEE PATELLA SUPP XXL BLK DS,16.44,16.44
5573407,3566401355,JOB101355 GAUNTLET 20-30BR SM,32.46,32.46
5573423,3700095029,BOUNTY PPR TWL ROLL 2 PLY,11.3,11.3
5574215,3600043247,HUGGIES BBY WIPE NATRL RTL,13.55,13.55
5574223,8019635590,WALKER BRAKE ASSEMBLY MED DS,40.67,40.67
5574231,3600043197,HUGGIES BBY WIPE 1  DONE,13.55,13.55
5574249,3600043250,HUGGIES BBY WP SIMPLY CLN RTL,13.55,13.55
5574256,3600043262,HUGGIES BBY WP SMPLYCLN UNSCN,13.55,13.55
5574264,3600031890,HUGGIES BBY WIPE NATRL SFT 3PK,17.43,17.43
5574272,3600031861,HUGGIES BBYWIPE 1DONE SFT 3PK,17.43,17.43
5574280,3600040754,HUGGIES LTL SNUGGLRS STEP3 4/C,40.08,40.08
5574298,3600040740,HUGGIES LTL MVRS STEP5 GIGA,28.07,28.07
5574306,3600040814,HUGGIES LTL MVRS STEP4 GIGA,28.07,28.07
5574322,3600040815,HUGGIES LTL MVRS STEP6 GIGA,28.07,28.07
5574330,3600040813,HUGGIES LTL MVRS STEP3 GIGA,28.07,28.07
5574348,3600045580,POISE ULTRA THIN LIGHT PAD 4/C,19.92,19.92
5574397,82238327401,WHLC ANTITIP STDS833N DRV DS,28.27,28.27
5574405,81655901020,ZEST BODY WASH 18Z AQUA,3.63,3.63
5574413,1150904105,JUST 5 BLACK 1APP,5.53,5.53
5574470,7957302014,MED ALERT NECKLACE BLANK DS,3.45,3.45
5574488,4110081144,CLARITIN CLARISPRAY 120 SPRAY,16,16
5574496,4110081165,CLARITIN CLARISPRAY 60 SPRAY,10.43,10.43
5574603,1018104239,PALMERS CB FLIP BLM .25Z CCNUT,2.73,2.73
5574611,1018104249,PALMERS CB FLIP BLM .25Z MANGO,2.73,2.73
5574629,1018104229,PALMERS CB FLIP BLM .25Z MELON,2.73,2.73
5574637,65230813895,WALKER 4WHL FORTE 4320RD NOVDS,139.02,139.02
5574652,1118802286,BOOT PODUS PSY6147ML MED DS,101.02,101.02
5574660,80882910253,$1 FIRST AID KIT,1,1
5574678,84571700322,BP MAN SELF TAKING W/STETH VER,10.37,10.37
5574686,370006004,ALWAYS PAD OVERNIGHT WING,3.19,3.19
5574694,808781712,PANTENE COND 12OZ MOIST/RENW,3.9,3.9
5574819,4561100936,LIDOCARE BACK PATCH,11.67,11.67
5574827,4561100938,LIDOCARE ARM/NECK/LEG PATCH,11.67,11.67
5574835,35497332661,HYLANDS ARNICA TABS,4.47,4.47
5574850,3700095167,BOUNTY PPR TWL ROLL 2PLY,1.8,1.8
5574900,370009566,SCOPE OUTLAST 500ML LL MINT,2.76,2.76
5574918,370009566,SCOPE OUTLAST 1.0LT LL PPRMNT,3.82,3.82
5574926,370009566,SCOPE 500ML ORG MNT,2.74,2.74
5574942,82238350882,WHLC WALLABY ADJ LEVER DRV DS,9.15,9.15
5574959,82238319427,WHLC FTREST TR39SF-SV DRV DS,28.27,28.27
5574967,370009566,SCOPE 1LT ORG MNT,3.86,3.86
5574975,370009565,SCOPE 36ML ORG MNT,0.62,0.62
5575105,370009477,CREST TPST 3D RAD MNT 4.8OZ,4.07,4.07
5575113,370009463,CREST TPST PRO HLTH ADV 5.1OZ,4.02,4.02
5575121,370009462,CREST TPST PRO HLTH 5.1Z X WH,3.29,3.29
5575139,370009464,CREST TPST PRO HLTH 7OZ MNT,3.82,3.82
5575147,370009462,CREST TPST PRO HLTH 3.7Z X WH,3,3
5575154,370009463,CREST TPST PRO HLTH 3.7OZ MNT,3,3
5575162,370009566,SCOPE OUTLAST 1L LONG/LST MNT,3.84,3.84
5575188,5113199717,NEXCARE BNDG WP ACTV KNEE/ELBW,2.06,2.06
5575196,4910040025,CULTURELLE ADV IMMUNE DFNS CAP,9.06,9.06
5575220,62739431204,COMMODE ASSIST CRX DS,120.78,120.78
5575238,82238324584,WHLC BRAKE LF TDS8M462L DRV DS,9.15,9.15
5575246,82238324585,WHLC BRAKE RT TDS8M462R DRV DS,9.15,9.15
5575253,30005445560,CENTRUM ADULT VITAMINT,5.97,5.97
5575287,65230840835,WALKER 2BTN 5IN WHL 4080RW5 DS,37.19,37.19
5575659,82238352412,WALKER SEAT RPLC 10257RD DRVDS,14.82,14.82
5575667,82238327195,WALKER BRKCABLE 10257RD DRVDS,9.15,9.15
5575709,82238322757,TRANSFER BENCH HD12025KD DRVDS,95.4,95.4
5575790,82238323004,WHLC SWINGAWY FT 14 VPR DRV DS,230.49,230.49
5575857,71986953698,ACTIVA H3965 20-30 TH BK2XSFDS,29.95,29.95
5575923,64983320174,IMAK GLOVES XL A20174 DS,13.29,13.29
5575972,81815901066,$1 BLUE THERAPUTIC ICE GEL 8OZ,0.91,0.91
5575998,30065041881,GENTEAL MILD LIQUID DRP 15ML,6.82,6.82
5576020,65230813211,WALKER 4WHL JOURNEY BLK 4206BK,60.98,60.98
5576525,30045055320,BENADRYL CHLD CHEW GRAPE,4.85,4.85
5576533,30045013712,IMODIUM AD SGL,6.39,6.39
5576541,30045013724,IMODIUM AD SGL,10.73,10.73
5576558,71683724625,PEPCID CMPLT C/TAB TROP FRUIT,9.1,9.1
5576566,30045055024,TYLENOL CLD/FLU SVR DAY/NT CAP,6.08,6.08
5576574,30045048257,TYLENOL PM CAP,13.39,13.39
5576590,4116742326,ALLEGRA CHILD 30MG TAB 12HR,16.38,16.38
5576608,4116717102,ICY HOT CRM 1.75Z LIDOCAINE,4.34,4.34
5576616,4116717100,ICY HOT CRM 2.7Z LIDOCAINE,6.38,6.38
5576624,70059600001,XLEAR SINUS NASAL SPR .75Z,4.67,4.67
5576632,70059600003,XLEAR KID SINUS NASAL SPR .75Z,4.67,4.67
5576640,70059600000,XLEAR SINUS NASAL SPR 1.5Z,9.28,9.28
5576657,70059600006,XLEAR SINUS RINSE,9.28,9.28
5576665,70059600004,XLEAR SINUS NETI REFILL,6.67,6.67
5576673,89538400214,SCARAWAY SILICONE SHEET 1.5X3,13.25,13.25
5576681,89538400216,SCARAWAY SILICONE GEL SRUM .2Z,11.37,11.37
5576699,89538400204,SCARAWAY  SILICONE SHEET 1.5X7,42.05,42.05
5576723,5307617950,FUNGI NAIL TOEFT OINT .7OZ,8.24,8.24
5576806,1548256188,GLUCOCARD VTL PREPACK MTR ARK,90.7,90.7
5576822,3320000093,AIM TPST GEL 5.5Z CVT PRT MINT,1.01,1.01
5576830,3320000094,AIM TPST PST 5.5Z CVT PRT,1.01,1.01
5576848,3320000065,AIM TPST GEL5.5Z RED,1.01,1.01
5576855,3320000090,AIM TPST GEL 5.5Z WHITNG MNT,1.01,1.01
5576863,3320000092,PEPSODENT CMPLT TPST 5.5Z ORG,1.19,1.19
5576871,3320000091,PEPSODENT TPST 5.5Z WHITENING,1.17,1.17
5576905,82238326030,BED CRANK KNOB 15544C DRV DS,9.28,9.28
5576913,9089124665,BRIEF PREV PRFIT MSZ1 26-48 6C,31.76,31.76
5576921,9089124666,BRIEF PREV PRFIT LSZ2 45-62 4C,31.76,31.76
5576939,9089124667,BRIEF PREVPRFIT XLSZ3 58-70 4C,31.76,31.76
5577028,61007505697,HOL 8901 DRN PCH FLTCTF21/2 12,48.43,48.43
5577200,1695834322,LIFT HOYER BATTERY 4003003 DS,171.25,171.25
5577234,71986900345,KNEE SUPP PROLITE SM 7588826DS,30.33,30.33
5577242,82238325108,WHLC SWGAWAY ELR 20 DRV DS,120.73,120.73
5577341,30065041880,GENTEAL TEARS LIQ DRP MLD 30ML,11.58,11.58
5577358,30065042636,GENTEAL TEARS LIQ DRP MOD 15ML,6.82,6.82
5577366,30065042637,GENTEAL TEARS LIQ DRP MOD 30ML,11.58,11.58
5577374,30065041663,GENTEAL TEARS DRP MOD P/F,10.23,10.23
5578208,71986955487,ACTIVA H2903 15-20 PH MAT DS,24.26,24.26
5578273,71986951501,ANKLE FT DRP SPLNT M LF FLA DS,45.85,45.85
5578307,65230813718,WALKER BAG JN-423613 NOV DS,12.2,12.2
5578315,82238329431,CPAP MASK CMFRTFT FULL FACE L,50,50
5578323,82238329432,CPAP MASK CMFRTFT FULL FACE M,50,50
5578331,82238329433,CPAP MASK CMFRTFT FULL FACE S,50,50
5578364,838008261,HOL 82611 PREM 1PC CVX FLXTD 5,37.37,37.37
5578497,7431209291,MELATONIN SL 10MG ULTRAPOTENT,7.36,7.36
5578612,82238356002,BATH BENCH PD ARM 12440KD-1DRV,68.46,68.46
5578620,82238356004,BATH BNCH BACK W/ARM DRV,79.07,79.07
5578653,3700086259,PAMPERS CRUISERS SZ 4,10.83,10.83
5578901,84571700253,THERMOMETER DIG60SEC 08-350VER,1.34,1.34
5579214,65230811544,WHLC TRNS FOOTREST 319 NOV DS,18.9,18.9
5579602,85511100341,SCALE DIGITAL IHEALTH LT HS4,64.02,64.02
5579727,88827736598,CURAD SPRAY QUICK STOP MED,4.93,4.93
5579735,88827736599,CURAD BNDG QUICK STOP MED,2.67,2.67
5579743,88827736602,CURAD BNDG QUICK STP ASSRT MED,2.67,2.67
5579768,36373610938,NIX ULTRA 3.4OZ,16.28,16.28
5579784,67811210907,CLEAR EYES .3Z DRY EYE,10.61,10.61
5579792,67811210908,CLEAR EYES .3Z MULTI,8.25,8.25
5579834,82238312640,MAYO INSTRUMENT STND 13071 DS,93.27,93.27
5579859,65230871800,WHLC 18 SA FTREST 7180 NOV DS,169.51,169.51
5579867,4834118008,GS TISSUE POCKET PAK 8CT,1.15,1.15
5640016,768557002,PILL SPLITTER 70028,2.93,2.93
5640024,768557000,MEDICINE SPOON 2TSP 70001,0.56,0.56
5640032,768557000,ORAL SYRINGE 2TSP 70004,0.95,0.95
5640065,768557001,PILL ORGANZR 7DAY MED 70010,0.77,0.77
5640081,7685570016,PILL DAYPLANNER 70016,0.91,0.91
5640099,7685570020,PILLTOTE NITRONOW 70020,3.35,3.35
5640115,768557001,MEDI CHEST PLANNER 70015,4.96,4.96
5640123,768557000,MEDICINE DROPPER 1 TSP 70005,0.67,0.67
5640131,768557000,ORAL SYRINGE SMALL  APEX 70008,1.04,1.04
5640149,768557002,PILL PULVERIZER 70029,2.72,2.72
5640156,768557003,THERMOMETER FOREHEAD 70032,1.16,1.16
5640164,768557003,THERMOMETER DIGITAL BEEP 70033,4.52,4.52
5640222,768557001,MEDI PLANNER SMALL 70012,4.3,4.3
5640230,768557001,PILL BOX MULTIPACK LG 70017,0.95,0.95
5640248,768557001,MEDI PLANNER II LARGE 70013,5.3,5.3
5640263,768557400,MED ALERT BRACELET DIAB 74001,4.68,4.68
5640271,768557400,MED ALERT BRACELET HEART 74005,4.66,4.66
5640313,7685574017,MED ALERT BRACELET BLANK 74017,4.68,4.68
5640339,8685573001,MED ALERT NECKLCE DIAB 73001,4.72,4.72
5640362,7685570031,PEDIATRIC KIT BOXED 70031,10.05,10.05
5640370,768557003,MEDICINE NURSER 10ML 70035,1.16,1.16
5640388,768557003,NASAL ASPIRATOR          70038,2.08,2.08
5640396,768557006,MEDI CHEST PLANNER LGE 70060L,5.21,5.21
5640412,768557004,PILL ORGANIZER XLARGE 70042,1.03,1.03
5660360,350007400,COLGATE TPST TOTAL 4.2OZ ORG,2.54,2.54
5660386,3500074004,COLGATE TPST TOTAL 7.8OZ MNT,3.5,3.5
5660451,3500055903,COLGATE TBRUSH WAVE FULL MD,2.22,2.22
5660469,3500055905,COLGATE TBRUSH WAVE FULL SFT,2.22,2.22
5660709,2220096299,SPEEDSTK LADY INV 1.4OZ S/FRS,1.93,1.93
5660857,3500055800,COLGATE TBRUSH PLUS FULL HD MD,1.23,1.23
5660865,3500055300,COLGATE TBRUSH PLUS FULL SFT,1.2,1.2
5660998,3500055902,COLGATE TBRUSH WAVE CMPCT SFT,2.22,2.22
5661061,2220095104,SPEEDSTK AP GEL 3OZ AQU/SPRT,2.87,2.87
